"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","UNEMP","TOT","PC_LF","M","1978-02",6.645349,
"AUS","UNEMP","TOT","PC_LF","M","1978-03",6.303451,
"AUS","UNEMP","TOT","PC_LF","M","1978-04",6.268156,
"AUS","UNEMP","TOT","PC_LF","M","1978-05",6.210206,
"AUS","UNEMP","TOT","PC_LF","M","1978-06",6.304134,
"AUS","UNEMP","TOT","PC_LF","M","1978-07",6.223368,
"AUS","UNEMP","TOT","PC_LF","M","1978-08",6.490885,
"AUS","UNEMP","TOT","PC_LF","M","1978-09",6.252462,
"AUS","UNEMP","TOT","PC_LF","M","1978-10",6.16415,
"AUS","UNEMP","TOT","PC_LF","M","1978-11",6.332692,
"AUS","UNEMP","TOT","PC_LF","M","1978-12",6.406492,
"AUS","UNEMP","TOT","PC_LF","M","1979-01",6.371244,
"AUS","UNEMP","TOT","PC_LF","M","1979-02",6.25764,
"AUS","UNEMP","TOT","PC_LF","M","1979-03",6.303671,
"AUS","UNEMP","TOT","PC_LF","M","1979-04",6.499071,
"AUS","UNEMP","TOT","PC_LF","M","1979-05",6.204402,
"AUS","UNEMP","TOT","PC_LF","M","1979-06",6.251948,
"AUS","UNEMP","TOT","PC_LF","M","1979-07",6.274199,
"AUS","UNEMP","TOT","PC_LF","M","1979-08",6.118786,
"AUS","UNEMP","TOT","PC_LF","M","1979-09",6.234518,
"AUS","UNEMP","TOT","PC_LF","M","1979-10",6.384807,
"AUS","UNEMP","TOT","PC_LF","M","1979-11",6.04621,
"AUS","UNEMP","TOT","PC_LF","M","1979-12",6.121247,
"AUS","UNEMP","TOT","PC_LF","M","1980-01",6.14699,
"AUS","UNEMP","TOT","PC_LF","M","1980-02",5.999277,
"AUS","UNEMP","TOT","PC_LF","M","1980-03",5.937102,
"AUS","UNEMP","TOT","PC_LF","M","1980-04",6.115779,
"AUS","UNEMP","TOT","PC_LF","M","1980-05",6.246676,
"AUS","UNEMP","TOT","PC_LF","M","1980-06",6.32357,
"AUS","UNEMP","TOT","PC_LF","M","1980-07",6.077519,
"AUS","UNEMP","TOT","PC_LF","M","1980-08",6.177729,
"AUS","UNEMP","TOT","PC_LF","M","1980-09",6.142529,
"AUS","UNEMP","TOT","PC_LF","M","1980-10",6.055996,
"AUS","UNEMP","TOT","PC_LF","M","1980-11",5.851424,
"AUS","UNEMP","TOT","PC_LF","M","1980-12",6.052144,
"AUS","UNEMP","TOT","PC_LF","M","1981-01",5.917307,
"AUS","UNEMP","TOT","PC_LF","M","1981-02",5.617137,
"AUS","UNEMP","TOT","PC_LF","M","1981-03",5.746587,
"AUS","UNEMP","TOT","PC_LF","M","1981-04",5.555521,
"AUS","UNEMP","TOT","PC_LF","M","1981-05",5.589454,
"AUS","UNEMP","TOT","PC_LF","M","1981-06",5.374482,
"AUS","UNEMP","TOT","PC_LF","M","1981-07",5.828201,
"AUS","UNEMP","TOT","PC_LF","M","1981-08",5.84672,
"AUS","UNEMP","TOT","PC_LF","M","1981-09",5.813389,
"AUS","UNEMP","TOT","PC_LF","M","1981-10",5.873157,
"AUS","UNEMP","TOT","PC_LF","M","1981-11",5.996255,
"AUS","UNEMP","TOT","PC_LF","M","1981-12",6.028088,
"AUS","UNEMP","TOT","PC_LF","M","1982-01",5.983568,
"AUS","UNEMP","TOT","PC_LF","M","1982-02",6.308989,
"AUS","UNEMP","TOT","PC_LF","M","1982-03",6.323541,
"AUS","UNEMP","TOT","PC_LF","M","1982-04",6.334401,
"AUS","UNEMP","TOT","PC_LF","M","1982-05",6.59342,
"AUS","UNEMP","TOT","PC_LF","M","1982-06",6.767433,
"AUS","UNEMP","TOT","PC_LF","M","1982-07",6.884385,
"AUS","UNEMP","TOT","PC_LF","M","1982-08",7.012273,
"AUS","UNEMP","TOT","PC_LF","M","1982-09",7.430674,
"AUS","UNEMP","TOT","PC_LF","M","1982-10",8.295758,
"AUS","UNEMP","TOT","PC_LF","M","1982-11",8.680305,
"AUS","UNEMP","TOT","PC_LF","M","1982-12",9.403114,
"AUS","UNEMP","TOT","PC_LF","M","1983-01",9.301443,
"AUS","UNEMP","TOT","PC_LF","M","1983-02",9.6594,
"AUS","UNEMP","TOT","PC_LF","M","1983-03",9.951848,
"AUS","UNEMP","TOT","PC_LF","M","1983-04",10.15298,
"AUS","UNEMP","TOT","PC_LF","M","1983-05",10.32371,
"AUS","UNEMP","TOT","PC_LF","M","1983-06",10.2035,
"AUS","UNEMP","TOT","PC_LF","M","1983-07",10.50749,
"AUS","UNEMP","TOT","PC_LF","M","1983-08",10.21994,
"AUS","UNEMP","TOT","PC_LF","M","1983-09",10.33896,
"AUS","UNEMP","TOT","PC_LF","M","1983-10",10.0085,
"AUS","UNEMP","TOT","PC_LF","M","1983-11",9.655044,
"AUS","UNEMP","TOT","PC_LF","M","1983-12",9.458357,
"AUS","UNEMP","TOT","PC_LF","M","1984-01",9.499762,
"AUS","UNEMP","TOT","PC_LF","M","1984-02",9.386351,
"AUS","UNEMP","TOT","PC_LF","M","1984-03",9.208831,
"AUS","UNEMP","TOT","PC_LF","M","1984-04",9.37125,
"AUS","UNEMP","TOT","PC_LF","M","1984-05",8.937312,
"AUS","UNEMP","TOT","PC_LF","M","1984-06",9.09597,
"AUS","UNEMP","TOT","PC_LF","M","1984-07",8.907763,
"AUS","UNEMP","TOT","PC_LF","M","1984-08",8.829487,
"AUS","UNEMP","TOT","PC_LF","M","1984-09",8.73574,
"AUS","UNEMP","TOT","PC_LF","M","1984-10",8.695989,
"AUS","UNEMP","TOT","PC_LF","M","1984-11",8.679623,
"AUS","UNEMP","TOT","PC_LF","M","1984-12",8.520424,
"AUS","UNEMP","TOT","PC_LF","M","1985-01",8.550591,
"AUS","UNEMP","TOT","PC_LF","M","1985-02",8.389998,
"AUS","UNEMP","TOT","PC_LF","M","1985-03",8.666288,
"AUS","UNEMP","TOT","PC_LF","M","1985-04",8.403357,
"AUS","UNEMP","TOT","PC_LF","M","1985-05",8.37667,
"AUS","UNEMP","TOT","PC_LF","M","1985-06",8.571067,
"AUS","UNEMP","TOT","PC_LF","M","1985-07",8.298204,
"AUS","UNEMP","TOT","PC_LF","M","1985-08",8.156411,
"AUS","UNEMP","TOT","PC_LF","M","1985-09",8.058183,
"AUS","UNEMP","TOT","PC_LF","M","1985-10",7.848938,
"AUS","UNEMP","TOT","PC_LF","M","1985-11",7.95079,
"AUS","UNEMP","TOT","PC_LF","M","1985-12",7.785251,
"AUS","UNEMP","TOT","PC_LF","M","1986-01",7.805476,
"AUS","UNEMP","TOT","PC_LF","M","1986-02",8.003514,
"AUS","UNEMP","TOT","PC_LF","M","1986-03",7.928625,
"AUS","UNEMP","TOT","PC_LF","M","1986-04",7.90167,
"AUS","UNEMP","TOT","PC_LF","M","1986-05",7.847114,
"AUS","UNEMP","TOT","PC_LF","M","1986-06",7.653831,
"AUS","UNEMP","TOT","PC_LF","M","1986-07",8.113824,
"AUS","UNEMP","TOT","PC_LF","M","1986-08",8.240088,
"AUS","UNEMP","TOT","PC_LF","M","1986-09",8.338889,
"AUS","UNEMP","TOT","PC_LF","M","1986-10",8.310023,
"AUS","UNEMP","TOT","PC_LF","M","1986-11",8.319181,
"AUS","UNEMP","TOT","PC_LF","M","1986-12",8.363657,
"AUS","UNEMP","TOT","PC_LF","M","1987-01",8.186688,
"AUS","UNEMP","TOT","PC_LF","M","1987-02",8.211514,
"AUS","UNEMP","TOT","PC_LF","M","1987-03",8.437061,
"AUS","UNEMP","TOT","PC_LF","M","1987-04",8.300924,
"AUS","UNEMP","TOT","PC_LF","M","1987-05",8.202199,
"AUS","UNEMP","TOT","PC_LF","M","1987-06",8.00913,
"AUS","UNEMP","TOT","PC_LF","M","1987-07",8.080925,
"AUS","UNEMP","TOT","PC_LF","M","1987-08",8.10607,
"AUS","UNEMP","TOT","PC_LF","M","1987-09",7.755758,
"AUS","UNEMP","TOT","PC_LF","M","1987-10",8.085993,
"AUS","UNEMP","TOT","PC_LF","M","1987-11",7.931446,
"AUS","UNEMP","TOT","PC_LF","M","1987-12",7.728149,
"AUS","UNEMP","TOT","PC_LF","M","1988-01",7.63145,
"AUS","UNEMP","TOT","PC_LF","M","1988-02",7.417288,
"AUS","UNEMP","TOT","PC_LF","M","1988-03",7.506392,
"AUS","UNEMP","TOT","PC_LF","M","1988-04",7.913669,
"AUS","UNEMP","TOT","PC_LF","M","1988-05",7.451568,
"AUS","UNEMP","TOT","PC_LF","M","1988-06",7.56861,
"AUS","UNEMP","TOT","PC_LF","M","1988-07",6.761599,
"AUS","UNEMP","TOT","PC_LF","M","1988-08",7.069057,
"AUS","UNEMP","TOT","PC_LF","M","1988-09",6.934773,
"AUS","UNEMP","TOT","PC_LF","M","1988-10",6.817851,
"AUS","UNEMP","TOT","PC_LF","M","1988-11",6.613014,
"AUS","UNEMP","TOT","PC_LF","M","1988-12",6.832481,
"AUS","UNEMP","TOT","PC_LF","M","1989-01",6.807984,
"AUS","UNEMP","TOT","PC_LF","M","1989-02",6.638033,
"AUS","UNEMP","TOT","PC_LF","M","1989-03",6.340563,
"AUS","UNEMP","TOT","PC_LF","M","1989-04",6.200693,
"AUS","UNEMP","TOT","PC_LF","M","1989-05",6.280031,
"AUS","UNEMP","TOT","PC_LF","M","1989-06",6.012589,
"AUS","UNEMP","TOT","PC_LF","M","1989-07",6.047797,
"AUS","UNEMP","TOT","PC_LF","M","1989-08",5.944569,
"AUS","UNEMP","TOT","PC_LF","M","1989-09",6.031421,
"AUS","UNEMP","TOT","PC_LF","M","1989-10",5.924168,
"AUS","UNEMP","TOT","PC_LF","M","1989-11",5.78694,
"AUS","UNEMP","TOT","PC_LF","M","1989-12",5.847954,
"AUS","UNEMP","TOT","PC_LF","M","1990-01",6.113169,
"AUS","UNEMP","TOT","PC_LF","M","1990-02",6.391881,
"AUS","UNEMP","TOT","PC_LF","M","1990-03",6.185223,
"AUS","UNEMP","TOT","PC_LF","M","1990-04",6.27966,
"AUS","UNEMP","TOT","PC_LF","M","1990-05",6.504638,
"AUS","UNEMP","TOT","PC_LF","M","1990-06",6.609401,
"AUS","UNEMP","TOT","PC_LF","M","1990-07",7.089011,
"AUS","UNEMP","TOT","PC_LF","M","1990-08",7.212189,
"AUS","UNEMP","TOT","PC_LF","M","1990-09",7.374727,
"AUS","UNEMP","TOT","PC_LF","M","1990-10",7.637255,
"AUS","UNEMP","TOT","PC_LF","M","1990-11",7.946261,
"AUS","UNEMP","TOT","PC_LF","M","1990-12",8.019044,
"AUS","UNEMP","TOT","PC_LF","M","1991-01",8.39635,
"AUS","UNEMP","TOT","PC_LF","M","1991-02",8.617179,
"AUS","UNEMP","TOT","PC_LF","M","1991-03",9.182932,
"AUS","UNEMP","TOT","PC_LF","M","1991-04",9.861517,
"AUS","UNEMP","TOT","PC_LF","M","1991-05",9.50302,
"AUS","UNEMP","TOT","PC_LF","M","1991-06",9.536592,
"AUS","UNEMP","TOT","PC_LF","M","1991-07",9.691069,
"AUS","UNEMP","TOT","PC_LF","M","1991-08",9.787873,
"AUS","UNEMP","TOT","PC_LF","M","1991-09",10.03325,
"AUS","UNEMP","TOT","PC_LF","M","1991-10",9.987321,
"AUS","UNEMP","TOT","PC_LF","M","1991-11",10.19822,
"AUS","UNEMP","TOT","PC_LF","M","1991-12",10.47355,
"AUS","UNEMP","TOT","PC_LF","M","1992-01",10.34643,
"AUS","UNEMP","TOT","PC_LF","M","1992-02",10.40551,
"AUS","UNEMP","TOT","PC_LF","M","1992-03",10.49677,
"AUS","UNEMP","TOT","PC_LF","M","1992-04",10.47113,
"AUS","UNEMP","TOT","PC_LF","M","1992-05",10.61924,
"AUS","UNEMP","TOT","PC_LF","M","1992-06",10.81217,
"AUS","UNEMP","TOT","PC_LF","M","1992-07",11.12738,
"AUS","UNEMP","TOT","PC_LF","M","1992-08",10.72342,
"AUS","UNEMP","TOT","PC_LF","M","1992-09",10.61716,
"AUS","UNEMP","TOT","PC_LF","M","1992-10",11.0914,
"AUS","UNEMP","TOT","PC_LF","M","1992-11",11.13656,
"AUS","UNEMP","TOT","PC_LF","M","1992-12",11.21726,
"AUS","UNEMP","TOT","PC_LF","M","1993-01",10.83379,
"AUS","UNEMP","TOT","PC_LF","M","1993-02",11.01491,
"AUS","UNEMP","TOT","PC_LF","M","1993-03",10.8581,
"AUS","UNEMP","TOT","PC_LF","M","1993-04",10.7664,
"AUS","UNEMP","TOT","PC_LF","M","1993-05",10.78659,
"AUS","UNEMP","TOT","PC_LF","M","1993-06",10.99438,
"AUS","UNEMP","TOT","PC_LF","M","1993-07",10.93674,
"AUS","UNEMP","TOT","PC_LF","M","1993-08",10.98417,
"AUS","UNEMP","TOT","PC_LF","M","1993-09",10.74211,
"AUS","UNEMP","TOT","PC_LF","M","1993-10",10.95752,
"AUS","UNEMP","TOT","PC_LF","M","1993-11",10.94914,
"AUS","UNEMP","TOT","PC_LF","M","1993-12",10.75623,
"AUS","UNEMP","TOT","PC_LF","M","1994-01",10.5691,
"AUS","UNEMP","TOT","PC_LF","M","1994-02",10.39933,
"AUS","UNEMP","TOT","PC_LF","M","1994-03",10.35357,
"AUS","UNEMP","TOT","PC_LF","M","1994-04",10.06202,
"AUS","UNEMP","TOT","PC_LF","M","1994-05",9.766726,
"AUS","UNEMP","TOT","PC_LF","M","1994-06",9.82122,
"AUS","UNEMP","TOT","PC_LF","M","1994-07",9.628097,
"AUS","UNEMP","TOT","PC_LF","M","1994-08",9.445087,
"AUS","UNEMP","TOT","PC_LF","M","1994-09",9.353386,
"AUS","UNEMP","TOT","PC_LF","M","1994-10",9.092653,
"AUS","UNEMP","TOT","PC_LF","M","1994-11",9.142863,
"AUS","UNEMP","TOT","PC_LF","M","1994-12",8.9352,
"AUS","UNEMP","TOT","PC_LF","M","1995-01",8.857636,
"AUS","UNEMP","TOT","PC_LF","M","1995-02",8.823582,
"AUS","UNEMP","TOT","PC_LF","M","1995-03",8.616907,
"AUS","UNEMP","TOT","PC_LF","M","1995-04",8.266687,
"AUS","UNEMP","TOT","PC_LF","M","1995-05",8.474428,
"AUS","UNEMP","TOT","PC_LF","M","1995-06",8.354317,
"AUS","UNEMP","TOT","PC_LF","M","1995-07",8.424754,
"AUS","UNEMP","TOT","PC_LF","M","1995-08",8.32014,
"AUS","UNEMP","TOT","PC_LF","M","1995-09",8.36209,
"AUS","UNEMP","TOT","PC_LF","M","1995-10",8.575086,
"AUS","UNEMP","TOT","PC_LF","M","1995-11",8.451718,
"AUS","UNEMP","TOT","PC_LF","M","1995-12",8.144045,
"AUS","UNEMP","TOT","PC_LF","M","1996-01",8.454977,
"AUS","UNEMP","TOT","PC_LF","M","1996-02",8.326793,
"AUS","UNEMP","TOT","PC_LF","M","1996-03",8.420977,
"AUS","UNEMP","TOT","PC_LF","M","1996-04",8.578303,
"AUS","UNEMP","TOT","PC_LF","M","1996-05",8.414211,
"AUS","UNEMP","TOT","PC_LF","M","1996-06",8.255468,
"AUS","UNEMP","TOT","PC_LF","M","1996-07",8.566865,
"AUS","UNEMP","TOT","PC_LF","M","1996-08",8.719267,
"AUS","UNEMP","TOT","PC_LF","M","1996-09",8.575617,
"AUS","UNEMP","TOT","PC_LF","M","1996-10",8.759379,
"AUS","UNEMP","TOT","PC_LF","M","1996-11",8.470137,
"AUS","UNEMP","TOT","PC_LF","M","1996-12",8.630706,
"AUS","UNEMP","TOT","PC_LF","M","1997-01",8.565639,
"AUS","UNEMP","TOT","PC_LF","M","1997-02",8.702655,
"AUS","UNEMP","TOT","PC_LF","M","1997-03",8.592224,
"AUS","UNEMP","TOT","PC_LF","M","1997-04",8.567924,
"AUS","UNEMP","TOT","PC_LF","M","1997-05",8.547399,
"AUS","UNEMP","TOT","PC_LF","M","1997-06",8.331761,
"AUS","UNEMP","TOT","PC_LF","M","1997-07",8.588826,
"AUS","UNEMP","TOT","PC_LF","M","1997-08",8.465052,
"AUS","UNEMP","TOT","PC_LF","M","1997-09",8.067399,
"AUS","UNEMP","TOT","PC_LF","M","1997-10",8.032984,
"AUS","UNEMP","TOT","PC_LF","M","1997-11",7.986269,
"AUS","UNEMP","TOT","PC_LF","M","1997-12",7.910431,
"AUS","UNEMP","TOT","PC_LF","M","1998-01",7.864821,
"AUS","UNEMP","TOT","PC_LF","M","1998-02",7.772397,
"AUS","UNEMP","TOT","PC_LF","M","1998-03",7.883367,
"AUS","UNEMP","TOT","PC_LF","M","1998-04",7.60343,
"AUS","UNEMP","TOT","PC_LF","M","1998-05",7.764804,
"AUS","UNEMP","TOT","PC_LF","M","1998-06",7.832746,
"AUS","UNEMP","TOT","PC_LF","M","1998-07",7.974327,
"AUS","UNEMP","TOT","PC_LF","M","1998-08",7.755313,
"AUS","UNEMP","TOT","PC_LF","M","1998-09",7.633457,
"AUS","UNEMP","TOT","PC_LF","M","1998-10",7.313434,
"AUS","UNEMP","TOT","PC_LF","M","1998-11",7.627316,
"AUS","UNEMP","TOT","PC_LF","M","1998-12",7.183553,
"AUS","UNEMP","TOT","PC_LF","M","1999-01",7.118937,
"AUS","UNEMP","TOT","PC_LF","M","1999-02",7.115053,
"AUS","UNEMP","TOT","PC_LF","M","1999-03",7.012694,
"AUS","UNEMP","TOT","PC_LF","M","1999-04",6.979356,
"AUS","UNEMP","TOT","PC_LF","M","1999-05",7.025089,
"AUS","UNEMP","TOT","PC_LF","M","1999-06",6.65366,
"AUS","UNEMP","TOT","PC_LF","M","1999-07",6.675105,
"AUS","UNEMP","TOT","PC_LF","M","1999-08",6.905858,
"AUS","UNEMP","TOT","PC_LF","M","1999-09",7.041341,
"AUS","UNEMP","TOT","PC_LF","M","1999-10",6.776165,
"AUS","UNEMP","TOT","PC_LF","M","1999-11",6.439361,
"AUS","UNEMP","TOT","PC_LF","M","1999-12",6.684398,
"AUS","UNEMP","TOT","PC_LF","M","2000-01",6.768063,
"AUS","UNEMP","TOT","PC_LF","M","2000-02",6.619157,
"AUS","UNEMP","TOT","PC_LF","M","2000-03",6.565173,
"AUS","UNEMP","TOT","PC_LF","M","2000-04",6.376436,
"AUS","UNEMP","TOT","PC_LF","M","2000-05",6.414586,
"AUS","UNEMP","TOT","PC_LF","M","2000-06",6.115265,
"AUS","UNEMP","TOT","PC_LF","M","2000-07",5.954023,
"AUS","UNEMP","TOT","PC_LF","M","2000-08",6.05125,
"AUS","UNEMP","TOT","PC_LF","M","2000-09",5.963128,
"AUS","UNEMP","TOT","PC_LF","M","2000-10",6.00953,
"AUS","UNEMP","TOT","PC_LF","M","2000-11",6.26096,
"AUS","UNEMP","TOT","PC_LF","M","2000-12",6.243834,
"AUS","UNEMP","TOT","PC_LF","M","2001-01",6.140475,
"AUS","UNEMP","TOT","PC_LF","M","2001-02",6.501846,
"AUS","UNEMP","TOT","PC_LF","M","2001-03",6.458818,
"AUS","UNEMP","TOT","PC_LF","M","2001-04",6.782638,
"AUS","UNEMP","TOT","PC_LF","M","2001-05",6.893296,
"AUS","UNEMP","TOT","PC_LF","M","2001-06",6.933014,
"AUS","UNEMP","TOT","PC_LF","M","2001-07",6.879902,
"AUS","UNEMP","TOT","PC_LF","M","2001-08",6.880753,
"AUS","UNEMP","TOT","PC_LF","M","2001-09",6.841235,
"AUS","UNEMP","TOT","PC_LF","M","2001-10",7.193291,
"AUS","UNEMP","TOT","PC_LF","M","2001-11",6.883843,
"AUS","UNEMP","TOT","PC_LF","M","2001-12",6.861325,
"AUS","UNEMP","TOT","PC_LF","M","2002-01",6.912889,
"AUS","UNEMP","TOT","PC_LF","M","2002-02",6.536486,
"AUS","UNEMP","TOT","PC_LF","M","2002-03",6.430515,
"AUS","UNEMP","TOT","PC_LF","M","2002-04",6.34618,
"AUS","UNEMP","TOT","PC_LF","M","2002-05",6.372913,
"AUS","UNEMP","TOT","PC_LF","M","2002-06",6.495915,
"AUS","UNEMP","TOT","PC_LF","M","2002-07",6.179771,
"AUS","UNEMP","TOT","PC_LF","M","2002-08",6.34855,
"AUS","UNEMP","TOT","PC_LF","M","2002-09",6.311492,
"AUS","UNEMP","TOT","PC_LF","M","2002-10",6.128226,
"AUS","UNEMP","TOT","PC_LF","M","2002-11",6.161494,
"AUS","UNEMP","TOT","PC_LF","M","2002-12",6.182152,
"AUS","UNEMP","TOT","PC_LF","M","2003-01",6.080843,
"AUS","UNEMP","TOT","PC_LF","M","2003-02",5.955151,
"AUS","UNEMP","TOT","PC_LF","M","2003-03",6.131425,
"AUS","UNEMP","TOT","PC_LF","M","2003-04",6.030571,
"AUS","UNEMP","TOT","PC_LF","M","2003-05",6.069437,
"AUS","UNEMP","TOT","PC_LF","M","2003-06",6.054908,
"AUS","UNEMP","TOT","PC_LF","M","2003-07",6.128103,
"AUS","UNEMP","TOT","PC_LF","M","2003-08",5.81708,
"AUS","UNEMP","TOT","PC_LF","M","2003-09",5.774652,
"AUS","UNEMP","TOT","PC_LF","M","2003-10",5.78339,
"AUS","UNEMP","TOT","PC_LF","M","2003-11",5.660562,
"AUS","UNEMP","TOT","PC_LF","M","2003-12",5.681303,
"AUS","UNEMP","TOT","PC_LF","M","2004-01",5.53082,
"AUS","UNEMP","TOT","PC_LF","M","2004-02",5.643399,
"AUS","UNEMP","TOT","PC_LF","M","2004-03",5.437799,
"AUS","UNEMP","TOT","PC_LF","M","2004-04",5.508295,
"AUS","UNEMP","TOT","PC_LF","M","2004-05",5.33706,
"AUS","UNEMP","TOT","PC_LF","M","2004-06",5.463556,
"AUS","UNEMP","TOT","PC_LF","M","2004-07",5.5506,
"AUS","UNEMP","TOT","PC_LF","M","2004-08",5.515911,
"AUS","UNEMP","TOT","PC_LF","M","2004-09",5.369674,
"AUS","UNEMP","TOT","PC_LF","M","2004-10",5.122766,
"AUS","UNEMP","TOT","PC_LF","M","2004-11",5.161723,
"AUS","UNEMP","TOT","PC_LF","M","2004-12",5.068629,
"AUS","UNEMP","TOT","PC_LF","M","2005-01",5.073941,
"AUS","UNEMP","TOT","PC_LF","M","2005-02",5.08494,
"AUS","UNEMP","TOT","PC_LF","M","2005-03",5.163263,
"AUS","UNEMP","TOT","PC_LF","M","2005-04",5.123202,
"AUS","UNEMP","TOT","PC_LF","M","2005-05",5.100084,
"AUS","UNEMP","TOT","PC_LF","M","2005-06",4.950271,
"AUS","UNEMP","TOT","PC_LF","M","2005-07",4.97194,
"AUS","UNEMP","TOT","PC_LF","M","2005-08",4.900157,
"AUS","UNEMP","TOT","PC_LF","M","2005-09",5.001142,
"AUS","UNEMP","TOT","PC_LF","M","2005-10",5.015576,
"AUS","UNEMP","TOT","PC_LF","M","2005-11",4.936929,
"AUS","UNEMP","TOT","PC_LF","M","2005-12",5.070123,
"AUS","UNEMP","TOT","PC_LF","M","2006-01",5.163162,
"AUS","UNEMP","TOT","PC_LF","M","2006-02",5.10511,
"AUS","UNEMP","TOT","PC_LF","M","2006-03",4.867581,
"AUS","UNEMP","TOT","PC_LF","M","2006-04",4.967299,
"AUS","UNEMP","TOT","PC_LF","M","2006-05",4.798822,
"AUS","UNEMP","TOT","PC_LF","M","2006-06",4.808508,
"AUS","UNEMP","TOT","PC_LF","M","2006-07",4.65627,
"AUS","UNEMP","TOT","PC_LF","M","2006-08",4.710639,
"AUS","UNEMP","TOT","PC_LF","M","2006-09",4.664604,
"AUS","UNEMP","TOT","PC_LF","M","2006-10",4.463023,
"AUS","UNEMP","TOT","PC_LF","M","2006-11",4.515342,
"AUS","UNEMP","TOT","PC_LF","M","2006-12",4.56834,
"AUS","UNEMP","TOT","PC_LF","M","2007-01",4.554872,
"AUS","UNEMP","TOT","PC_LF","M","2007-02",4.636714,
"AUS","UNEMP","TOT","PC_LF","M","2007-03",4.460279,
"AUS","UNEMP","TOT","PC_LF","M","2007-04",4.387457,
"AUS","UNEMP","TOT","PC_LF","M","2007-05",4.265249,
"AUS","UNEMP","TOT","PC_LF","M","2007-06",4.324701,
"AUS","UNEMP","TOT","PC_LF","M","2007-07",4.252656,
"AUS","UNEMP","TOT","PC_LF","M","2007-08",4.295776,
"AUS","UNEMP","TOT","PC_LF","M","2007-09",4.212024,
"AUS","UNEMP","TOT","PC_LF","M","2007-10",4.32624,
"AUS","UNEMP","TOT","PC_LF","M","2007-11",4.427125,
"AUS","UNEMP","TOT","PC_LF","M","2007-12",4.308901,
"AUS","UNEMP","TOT","PC_LF","M","2008-01",4.220371,
"AUS","UNEMP","TOT","PC_LF","M","2008-02",3.982115,
"AUS","UNEMP","TOT","PC_LF","M","2008-03",4.057884,
"AUS","UNEMP","TOT","PC_LF","M","2008-04",4.267206,
"AUS","UNEMP","TOT","PC_LF","M","2008-05",4.266864,
"AUS","UNEMP","TOT","PC_LF","M","2008-06",4.244563,
"AUS","UNEMP","TOT","PC_LF","M","2008-07",4.249656,
"AUS","UNEMP","TOT","PC_LF","M","2008-08",4.010982,
"AUS","UNEMP","TOT","PC_LF","M","2008-09",4.287862,
"AUS","UNEMP","TOT","PC_LF","M","2008-10",4.290256,
"AUS","UNEMP","TOT","PC_LF","M","2008-11",4.46328,
"AUS","UNEMP","TOT","PC_LF","M","2008-12",4.570727,
"AUS","UNEMP","TOT","PC_LF","M","2009-01",4.907687,
"AUS","UNEMP","TOT","PC_LF","M","2009-02",5.308183,
"AUS","UNEMP","TOT","PC_LF","M","2009-03",5.712429,
"AUS","UNEMP","TOT","PC_LF","M","2009-04",5.515465,
"AUS","UNEMP","TOT","PC_LF","M","2009-05",5.812653,
"AUS","UNEMP","TOT","PC_LF","M","2009-06",5.862621,
"AUS","UNEMP","TOT","PC_LF","M","2009-07",5.671392,
"AUS","UNEMP","TOT","PC_LF","M","2009-08",5.7048,
"AUS","UNEMP","TOT","PC_LF","M","2009-09",5.66031,
"AUS","UNEMP","TOT","PC_LF","M","2009-10",5.623981,
"AUS","UNEMP","TOT","PC_LF","M","2009-11",5.558845,
"AUS","UNEMP","TOT","PC_LF","M","2009-12",5.491451,
"AUS","UNEMP","TOT","PC_LF","M","2010-01",5.266568,
"AUS","UNEMP","TOT","PC_LF","M","2010-02",5.307549,
"AUS","UNEMP","TOT","PC_LF","M","2010-03",5.423024,
"AUS","UNEMP","TOT","PC_LF","M","2010-04",5.499945,
"AUS","UNEMP","TOT","PC_LF","M","2010-05",5.229916,
"AUS","UNEMP","TOT","PC_LF","M","2010-06",5.145462,
"AUS","UNEMP","TOT","PC_LF","M","2010-07",5.286263,
"AUS","UNEMP","TOT","PC_LF","M","2010-08",5.021167,
"AUS","UNEMP","TOT","PC_LF","M","2010-09",5.053522,
"AUS","UNEMP","TOT","PC_LF","M","2010-10",5.286232,
"AUS","UNEMP","TOT","PC_LF","M","2010-11",5.108824,
"AUS","UNEMP","TOT","PC_LF","M","2010-12",4.876624,
"AUS","UNEMP","TOT","PC_LF","M","2011-01",5.003938,
"AUS","UNEMP","TOT","PC_LF","M","2011-02",4.985765,
"AUS","UNEMP","TOT","PC_LF","M","2011-03",4.925374,
"AUS","UNEMP","TOT","PC_LF","M","2011-04",4.959738,
"AUS","UNEMP","TOT","PC_LF","M","2011-05",5.013528,
"AUS","UNEMP","TOT","PC_LF","M","2011-06",4.917646,
"AUS","UNEMP","TOT","PC_LF","M","2011-07",5.08941,
"AUS","UNEMP","TOT","PC_LF","M","2011-08",5.256067,
"AUS","UNEMP","TOT","PC_LF","M","2011-09",5.221713,
"AUS","UNEMP","TOT","PC_LF","M","2011-10",5.189757,
"AUS","UNEMP","TOT","PC_LF","M","2011-11",5.22969,
"AUS","UNEMP","TOT","PC_LF","M","2011-12",5.195671,
"AUS","UNEMP","TOT","PC_LF","M","2012-01",5.047218,
"AUS","UNEMP","TOT","PC_LF","M","2012-02",5.213987,
"AUS","UNEMP","TOT","PC_LF","M","2012-03",5.180034,
